"","Sentence","Subject","Length_of_sentence_recording","Expected_length_of_Recording","Length_of_Recording","Unexpected_Overspill"
"163","Sarah_engels_Mary_knits_a_scarf_0.wav","13c98e912212b5f35940704e0b0888ba",1707,4407,4313,-94
"164","Sarah_engels_Mary_knits_a_scarf_0.wav","1615981459",1707,4407,4401,-6
"165","Sarah_engels_Mary_knits_a_scarf_0.wav","46c3b725b7b943366f24bc420b0d72a7",1707,4407,4323,-84
"166","Sarah_engels_Mary_knits_a_scarf_0.wav","7304b0bf72856db551282e1c54fbf7eb",1707,4407,4326,-81
"167","Sarah_engels_Mary_knits_a_scarf_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1707,4407,4368,-39
"168","Sarah_engels_Mary_knits_a_scarf_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1707,4407,4524,117
"169","Sarah_engels_Mary_knits_a_scarf_0.wav","920a27b518e889e62252ffb5766b8a71",1707,4407,5167,760
"170","Sarah_engels_Mary_knits_a_scarf_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1707,4407,4384,-23
"171","Sarah_engels_Mary_knits_a_scarf_0.wav","f8c19b269a3307cc3794c234603144f8",1707,4407,4336,-71
"172","Sarah_engels_Mary_loses_a_scarf_0.wav","13c98e912212b5f35940704e0b0888ba",1761,4461,4658,197
"173","Sarah_engels_Mary_loses_a_scarf_0.wav","1615981459",1761,4461,4663,202
"174","Sarah_engels_Mary_loses_a_scarf_0.wav","46c3b725b7b943366f24bc420b0d72a7",1761,4461,4687,226
"175","Sarah_engels_Mary_loses_a_scarf_0.wav","7304b0bf72856db551282e1c54fbf7eb",1761,4461,4723,262
"176","Sarah_engels_Mary_loses_a_scarf_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1761,4461,4754,293
"177","Sarah_engels_Mary_loses_a_scarf_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1761,4461,5151,690
"178","Sarah_engels_Mary_loses_a_scarf_0.wav","920a27b518e889e62252ffb5766b8a71",1761,4461,5485,1024
"179","Sarah_engels_Mary_loses_a_scarf_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1761,4461,4733,272
"180","Sarah_engels_Mary_loses_a_scarf_0.wav","f8c19b269a3307cc3794c234603144f8",1761,4461,4667,206
"181","Sarah_engels_Mary_measures_a_pencil_0.wav","13c98e912212b5f35940704e0b0888ba",2013,4713,4785,72
"182","Sarah_engels_Mary_measures_a_pencil_0.wav","1615981459",2013,4713,4567,-146
"183","Sarah_engels_Mary_measures_a_pencil_0.wav","46c3b725b7b943366f24bc420b0d72a7",2013,4713,4775,62
"184","Sarah_engels_Mary_measures_a_pencil_0.wav","7304b0bf72856db551282e1c54fbf7eb",2013,4713,4882,169
"185","Sarah_engels_Mary_measures_a_pencil_0.wav","7f94a6a00b81835afd4a31a99888f4b0",2013,4713,4819,106
"186","Sarah_engels_Mary_measures_a_pencil_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",2013,4713,4895,182
"187","Sarah_engels_Mary_measures_a_pencil_0.wav","920a27b518e889e62252ffb5766b8a71",2013,4713,5597,884
"188","Sarah_engels_Mary_measures_a_pencil_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",2013,4713,4862,149
"189","Sarah_engels_Mary_measures_a_pencil_0.wav","f8c19b269a3307cc3794c234603144f8",2013,4713,4810,97
"190","Sarah_engels_Mary_opens_a_lock_0.wav","13c98e912212b5f35940704e0b0888ba",1731,4431,5008,577
"191","Sarah_engels_Mary_opens_a_lock_0.wav","1615981459",1731,4431,4405,-26
"192","Sarah_engels_Mary_opens_a_lock_0.wav","46c3b725b7b943366f24bc420b0d72a7",1731,4431,4643,212
"193","Sarah_engels_Mary_opens_a_lock_0.wav","7304b0bf72856db551282e1c54fbf7eb",1731,4431,4663,232
"194","Sarah_engels_Mary_opens_a_lock_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1731,4431,4682,251
"195","Sarah_engels_Mary_opens_a_lock_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1731,4431,5020,589
"196","Sarah_engels_Mary_opens_a_lock_0.wav","920a27b518e889e62252ffb5766b8a71",1731,4431,4995,564
"197","Sarah_engels_Mary_opens_a_lock_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1731,4431,4673,242
"198","Sarah_engels_Mary_opens_a_lock_0.wav","f8c19b269a3307cc3794c234603144f8",1731,4431,4635,204
"199","Sarah_engels_Mary_paints_a_mailbox_0.wav","13c98e912212b5f35940704e0b0888ba",1916,4616,4616,0
"200","Sarah_engels_Mary_paints_a_mailbox_0.wav","1615981459",1916,4616,4308,-308
"201","Sarah_engels_Mary_paints_a_mailbox_0.wav","46c3b725b7b943366f24bc420b0d72a7",1916,4616,4555,-61
"202","Sarah_engels_Mary_paints_a_mailbox_0.wav","7304b0bf72856db551282e1c54fbf7eb",1916,4616,4648,32
"203","Sarah_engels_Mary_paints_a_mailbox_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1916,4616,4695,79
"204","Sarah_engels_Mary_paints_a_mailbox_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1916,4616,4887,271
"205","Sarah_engels_Mary_paints_a_mailbox_0.wav","920a27b518e889e62252ffb5766b8a71",1916,4616,5524,908
"206","Sarah_engels_Mary_paints_a_mailbox_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1916,4616,4643,27
"207","Sarah_engels_Mary_paints_a_mailbox_0.wav","f8c19b269a3307cc3794c234603144f8",1916,4616,4683,67
"208","Sarah_engels_Mary_prefers_a_church_0.wav","13c98e912212b5f35940704e0b0888ba",2035,4735,4797,62
"209","Sarah_engels_Mary_prefers_a_church_0.wav","1615981459",2035,4735,4415,-320
"210","Sarah_engels_Mary_prefers_a_church_0.wav","46c3b725b7b943366f24bc420b0d72a7",2035,4735,4869,134
"211","Sarah_engels_Mary_prefers_a_church_0.wav","7304b0bf72856db551282e1c54fbf7eb",2035,4735,4817,82
"212","Sarah_engels_Mary_prefers_a_church_0.wav","7f94a6a00b81835afd4a31a99888f4b0",2035,4735,4871,136
"213","Sarah_engels_Mary_prefers_a_church_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",2035,4735,5173,438
"214","Sarah_engels_Mary_prefers_a_church_0.wav","920a27b518e889e62252ffb5766b8a71",2035,4735,4937,202
"215","Sarah_engels_Mary_prefers_a_church_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",2035,4735,4902,167
"216","Sarah_engels_Mary_prefers_a_church_0.wav","f8c19b269a3307cc3794c234603144f8",2035,4735,4853,118
"217","Sarah_engels_Mary_reads_a_letter_0.wav","13c98e912212b5f35940704e0b0888ba",1642,4342,4578,236
"218","Sarah_engels_Mary_reads_a_letter_0.wav","1615981459",1642,4342,4845,503
"219","Sarah_engels_Mary_reads_a_letter_0.wav","46c3b725b7b943366f24bc420b0d72a7",1642,4342,4618,276
"220","Sarah_engels_Mary_reads_a_letter_0.wav","7304b0bf72856db551282e1c54fbf7eb",1642,4342,4699,357
"221","Sarah_engels_Mary_reads_a_letter_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1642,4342,4641,299
"222","Sarah_engels_Mary_reads_a_letter_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1642,4342,4693,351
"223","Sarah_engels_Mary_reads_a_letter_0.wav","920a27b518e889e62252ffb5766b8a71",1642,4342,4896,554
"224","Sarah_engels_Mary_reads_a_letter_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1642,4342,4688,346
"225","Sarah_engels_Mary_reads_a_letter_0.wav","f8c19b269a3307cc3794c234603144f8",1642,4342,4649,307
"226","Sarah_engels_Mary_reveals_a_window_0.wav","13c98e912212b5f35940704e0b0888ba",2065,4765,4630,-135
"227","Sarah_engels_Mary_reveals_a_window_0.wav","1615981459",2065,4765,4620,-145
"228","Sarah_engels_Mary_reveals_a_window_0.wav","46c3b725b7b943366f24bc420b0d72a7",2065,4765,4615,-150
"229","Sarah_engels_Mary_reveals_a_window_0.wav","7304b0bf72856db551282e1c54fbf7eb",2065,4765,4682,-83
"230","Sarah_engels_Mary_reveals_a_window_0.wav","7f94a6a00b81835afd4a31a99888f4b0",2065,4765,4652,-113
"231","Sarah_engels_Mary_reveals_a_window_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",2065,4765,4775,10
"232","Sarah_engels_Mary_reveals_a_window_0.wav","920a27b518e889e62252ffb5766b8a71",2065,4765,4727,-38
"233","Sarah_engels_Mary_reveals_a_window_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",2065,4765,4664,-101
"234","Sarah_engels_Mary_reveals_a_window_0.wav","f8c19b269a3307cc3794c234603144f8",2065,4765,4678,-87
"235","Sarah_engels_Mary_saves_a_dress_0.wav","13c98e912212b5f35940704e0b0888ba",1862,4562,4599,37
"236","Sarah_engels_Mary_saves_a_dress_0.wav","1615981459",1862,4562,4519,-43
"237","Sarah_engels_Mary_saves_a_dress_0.wav","46c3b725b7b943366f24bc420b0d72a7",1862,4562,4587,25
"238","Sarah_engels_Mary_saves_a_dress_0.wav","7304b0bf72856db551282e1c54fbf7eb",1862,4562,4691,129
"239","Sarah_engels_Mary_saves_a_dress_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1862,4562,4723,161
"240","Sarah_engels_Mary_saves_a_dress_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1862,4562,4864,302
"241","Sarah_engels_Mary_saves_a_dress_0.wav","920a27b518e889e62252ffb5766b8a71",1862,4562,5253,691
"242","Sarah_engels_Mary_saves_a_dress_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1862,4562,4698,136
"243","Sarah_engels_Mary_saves_a_dress_0.wav","f8c19b269a3307cc3794c234603144f8",1862,4562,4695,133
"244","Sarah_engels_Mary_shares_a_cheese_0.wav","13c98e912212b5f35940704e0b0888ba",1897,4597,4337,-260
"245","Sarah_engels_Mary_shares_a_cheese_0.wav","1615981459",1897,4597,4616,19
"246","Sarah_engels_Mary_shares_a_cheese_0.wav","46c3b725b7b943366f24bc420b0d72a7",1897,4597,4504,-93
"247","Sarah_engels_Mary_shares_a_cheese_0.wav","7304b0bf72856db551282e1c54fbf7eb",1897,4597,4555,-42
"248","Sarah_engels_Mary_shares_a_cheese_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1897,4597,4495,-102
"249","Sarah_engels_Mary_shares_a_cheese_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1897,4597,4636,39
"250","Sarah_engels_Mary_shares_a_cheese_0.wav","920a27b518e889e62252ffb5766b8a71",1897,4597,5296,699
"251","Sarah_engels_Mary_shares_a_cheese_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1897,4597,4556,-41
"252","Sarah_engels_Mary_shares_a_cheese_0.wav","f8c19b269a3307cc3794c234603144f8",1897,4597,4527,-70
"253","Sarah_engels_Mary_sharpens_a_pencil_0.wav","13c98e912212b5f35940704e0b0888ba",1953,4653,5551,898
"254","Sarah_engels_Mary_sharpens_a_pencil_0.wav","1615981459",1953,4653,4710,57
"255","Sarah_engels_Mary_sharpens_a_pencil_0.wav","46c3b725b7b943366f24bc420b0d72a7",1953,4653,4600,-53
"256","Sarah_engels_Mary_sharpens_a_pencil_0.wav","7304b0bf72856db551282e1c54fbf7eb",1953,4653,4668,15
"257","Sarah_engels_Mary_sharpens_a_pencil_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1953,4653,4601,-52
"258","Sarah_engels_Mary_sharpens_a_pencil_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1953,4653,4964,311
"259","Sarah_engels_Mary_sharpens_a_pencil_0.wav","920a27b518e889e62252ffb5766b8a71",1953,4653,4722,69
"260","Sarah_engels_Mary_sharpens_a_pencil_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1953,4653,4652,-1
"261","Sarah_engels_Mary_sharpens_a_pencil_0.wav","f8c19b269a3307cc3794c234603144f8",1953,4653,4600,-53
"262","Sarah_engels_Mary_steals_a_letter_0.wav","13c98e912212b5f35940704e0b0888ba",1654,4354,4704,350
"263","Sarah_engels_Mary_steals_a_letter_0.wav","1615981459",1654,4354,4446,92
"264","Sarah_engels_Mary_steals_a_letter_0.wav","46c3b725b7b943366f24bc420b0d72a7",1654,4354,4602,248
"265","Sarah_engels_Mary_steals_a_letter_0.wav","7304b0bf72856db551282e1c54fbf7eb",1654,4354,4692,338
"266","Sarah_engels_Mary_steals_a_letter_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1654,4354,4608,254
"267","Sarah_engels_Mary_steals_a_letter_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1654,4354,4944,590
"268","Sarah_engels_Mary_steals_a_letter_0.wav","920a27b518e889e62252ffb5766b8a71",1654,4354,5025,671
"269","Sarah_engels_Mary_steals_a_letter_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1654,4354,4643,289
"270","Sarah_engels_Mary_steals_a_letter_0.wav","f8c19b269a3307cc3794c234603144f8",1654,4354,4591,237
"271","Sarah_engels_Mary_takes_a_car_0.wav","13c98e912212b5f35940704e0b0888ba",1644,4344,4481,137
"272","Sarah_engels_Mary_takes_a_car_0.wav","1615981459",1644,4344,4514,170
"273","Sarah_engels_Mary_takes_a_car_0.wav","46c3b725b7b943366f24bc420b0d72a7",1644,4344,4478,134
"274","Sarah_engels_Mary_takes_a_car_0.wav","7304b0bf72856db551282e1c54fbf7eb",1644,4344,4511,167
"275","Sarah_engels_Mary_takes_a_car_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1644,4344,4532,188
"276","Sarah_engels_Mary_takes_a_car_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1644,4344,4655,311
"277","Sarah_engels_Mary_takes_a_car_0.wav","920a27b518e889e62252ffb5766b8a71",1644,4344,5304,960
"278","Sarah_engels_Mary_takes_a_car_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1644,4344,4564,220
"279","Sarah_engels_Mary_takes_a_car_0.wav","f8c19b269a3307cc3794c234603144f8",1644,4344,4520,176
"280","Sarah_engels_Mary_tastes_a_carrot_0.wav","13c98e912212b5f35940704e0b0888ba",1697,4397,4585,188
"281","Sarah_engels_Mary_tastes_a_carrot_0.wav","1615981459",1697,4397,4580,183
"282","Sarah_engels_Mary_tastes_a_carrot_0.wav","46c3b725b7b943366f24bc420b0d72a7",1697,4397,4619,222
"283","Sarah_engels_Mary_tastes_a_carrot_0.wav","7304b0bf72856db551282e1c54fbf7eb",1697,4397,4700,303
"284","Sarah_engels_Mary_tastes_a_carrot_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1697,4397,4652,255
"285","Sarah_engels_Mary_tastes_a_carrot_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1697,4397,4769,372
"286","Sarah_engels_Mary_tastes_a_carrot_0.wav","920a27b518e889e62252ffb5766b8a71",1697,4397,5341,944
"287","Sarah_engels_Mary_tastes_a_carrot_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1697,4397,4684,287
"288","Sarah_engels_Mary_tastes_a_carrot_0.wav","f8c19b269a3307cc3794c234603144f8",1697,4397,4640,243
"289","Sarah_engels_Mary_throws_a_bucket_0.wav","13c98e912212b5f35940704e0b0888ba",1792,4492,4285,-207
"290","Sarah_engels_Mary_throws_a_bucket_0.wav","1615981459",1792,4492,4600,108
"291","Sarah_engels_Mary_throws_a_bucket_0.wav","46c3b725b7b943366f24bc420b0d72a7",1792,4492,4318,-174
"292","Sarah_engels_Mary_throws_a_bucket_0.wav","7304b0bf72856db551282e1c54fbf7eb",1792,4492,4379,-113
"293","Sarah_engels_Mary_throws_a_bucket_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1792,4492,4337,-155
"294","Sarah_engels_Mary_throws_a_bucket_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1792,4492,4704,212
"295","Sarah_engels_Mary_throws_a_bucket_0.wav","920a27b518e889e62252ffb5766b8a71",1792,4492,5155,663
"296","Sarah_engels_Mary_throws_a_bucket_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1792,4492,4318,-174
"297","Sarah_engels_Mary_throws_a_bucket_0.wav","f8c19b269a3307cc3794c234603144f8",1792,4492,4347,-145
"298","Sarah_engels_Mary_trains_a_horse_0.wav","13c98e912212b5f35940704e0b0888ba",1860,4560,4673,113
"299","Sarah_engels_Mary_trains_a_horse_0.wav","1615981459",1860,4560,4348,-212
"300","Sarah_engels_Mary_trains_a_horse_0.wav","46c3b725b7b943366f24bc420b0d72a7",1860,4560,4752,192
"301","Sarah_engels_Mary_trains_a_horse_0.wav","7304b0bf72856db551282e1c54fbf7eb",1860,4560,4803,243
"302","Sarah_engels_Mary_trains_a_horse_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1860,4560,4747,187
"303","Sarah_engels_Mary_trains_a_horse_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1860,4560,5099,539
"304","Sarah_engels_Mary_trains_a_horse_0.wav","920a27b518e889e62252ffb5766b8a71",1860,4560,4796,236
"305","Sarah_engels_Mary_trains_a_horse_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1860,4560,4768,208
"306","Sarah_engels_Mary_trains_a_horse_0.wav","f8c19b269a3307cc3794c234603144f8",1860,4560,4754,194
"307","Sarah_engels_Mary_visits_a_church_0.wav","13c98e912212b5f35940704e0b0888ba",1981,4681,4455,-226
"308","Sarah_engels_Mary_visits_a_church_0.wav","1615981459",1981,4681,4604,-77
"309","Sarah_engels_Mary_visits_a_church_0.wav","46c3b725b7b943366f24bc420b0d72a7",1981,4681,4453,-228
"310","Sarah_engels_Mary_visits_a_church_0.wav","7304b0bf72856db551282e1c54fbf7eb",1981,4681,4559,-122
"311","Sarah_engels_Mary_visits_a_church_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1981,4681,4544,-137
"312","Sarah_engels_Mary_visits_a_church_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1981,4681,5018,337
"313","Sarah_engels_Mary_visits_a_church_0.wav","920a27b518e889e62252ffb5766b8a71",1981,4681,5244,563
"314","Sarah_engels_Mary_visits_a_church_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1981,4681,4566,-115
"315","Sarah_engels_Mary_visits_a_church_0.wav","f8c19b269a3307cc3794c234603144f8",1981,4681,4515,-166
"316","Sarah_engels_Mary_wears_a_coat_0.wav","13c98e912212b5f35940704e0b0888ba",1647,4347,4585,238
"317","Sarah_engels_Mary_wears_a_coat_0.wav","1615981459",1647,4347,4754,407
"318","Sarah_engels_Mary_wears_a_coat_0.wav","46c3b725b7b943366f24bc420b0d72a7",1647,4347,4642,295
"319","Sarah_engels_Mary_wears_a_coat_0.wav","7304b0bf72856db551282e1c54fbf7eb",1647,4347,4683,336
"320","Sarah_engels_Mary_wears_a_coat_0.wav","7f94a6a00b81835afd4a31a99888f4b0",1647,4347,4650,303
"321","Sarah_engels_Mary_wears_a_coat_0.wav","7feeeb7ec98c0c8bb94dec0b562a0e2f",1647,4347,5669,1322
"322","Sarah_engels_Mary_wears_a_coat_0.wav","920a27b518e889e62252ffb5766b8a71",1647,4347,5575,1228
"323","Sarah_engels_Mary_wears_a_coat_0.wav","b8b7b2c287ed8ac837a61d8952dfc530",1647,4347,4664,317
"324","Sarah_engels_Mary_wears_a_coat_0.wav","f8c19b269a3307cc3794c234603144f8",1647,4347,4612,265
